name,smiles,source,detected_in_ism,molecular_charge,net_formal_charge,Exact_MW,Heavy_Atom_Count,Num_H_Donors,Num_H_Acceptors,Num_Rotatable_Bonds,Num_Aromatic_Rings,has_oxygen,BDE_min_kJmol,BDE_mean_kJmol,BDE_bond_type_of_min,BDE_weak_bond_count,BDE_source,spin_tax_correction_kJmol,oxygen_radical_flag,ZPE_scaling_factor,radical_stability_score,BDE_min_bond_length_A,tunneling_p_10K,tunneling_p_20K,tunneling_p_50K,gamow_factor,crossover_T,effective_barrier_kJmol,barrier_width_angstrom,particle_mass_amu,crossover_T_independent,log_tunneling_10K_independent,log_tunneling_20K_independent,log_tunneling_50K_independent,log_gamow_factor_independent,BDE_est_from_length_kJmol,effective_barrier_independent_kJmol,log_tunneling_10K,log_tunneling_20K,log_tunneling_50K,log_gamow_factor,bde_literature_kjmol
C10H+,[C+]#CC#CC#CC#CC#C,KIDA,True,positive,1,121.0072765,10,0,0,0,0,False,597.4690931499917,597.4690931499917,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0650246450363794,0.0,0.0,1.9201942141034694e-304,3.4132642667821964e-48,418.557823268304,597.4690931499917,1.0,1.008,686.9653561832204,-35.39545973126723,-34.42528141869435,-34.05526740824279,-43.790868394505935,448.31449896212666,448.31449896212666,-300.0,-300.0,-299.9999166150304,-47.46683008583147,
C3H6OH+,CC(C)=[OH+],KIDA,True,positive,1,59.04914126,4,0,0,0,0,True,486.0077841616504,490.88706336954994,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0930193318905477,0.0,0.0,3.2023118937202613e-224,1.5456936948720334e-43,377.50208460722007,486.0077841616504,1.0,1.008,686.9653561832204,-35.234309151351695,-34.26979638108038,-33.9030542673695,-44.84167070873093,446.3164238126005,446.3164238126005,-300.0,-300.0,-223.49453637162813,-42.81087656462643,
C3H8,CCC,KIDA,True,neutral,0,44.062600256,3,0,0,0,0,False,508.15525658769354,525.3923419146719,C-H,0,xtb_corrected,-15.4,False,1.0,1.0,1.0956315771014256,0.0,0.0,1.9031981624858952e-248,1.677026715729938e-44,386.00768631328526,508.1552559995852,1.0,1.008,686.9653561832204,-35.219272282501436,-34.25528817615259,-33.888851213958205,-44.93944991817975,446.1299790680133,446.1299790680133,-300.0,-300.0,-247.7205159902765,-43.775460018847895,
C4H7,C=C[CH]C,KIDA,True,neutral,0,55.05477522,4,0,0,1,0,False,405.0944,405.0944,C-H,0,literature,0.0,False,1.0,2.0,,1.0403042918570871e-177,1.411627168338972e-109,6.485357107679796e-69,8.590026246200179e-31,265.1190694123214,239.71016462712524,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-176.98283960979248,-108.85027999175004,-68.18806610506567,-30.06600550921154,405.0944
C5H6,C#CC=CC,KIDA,True,neutral,0,66.04695019,5,0,0,0,0,False,427.3927034482148,484.0665104302058,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0942597679999095,0.0,0.0,2.6771902015863177e-186,7.139218252048334e-41,354.00654650810674,427.3927034482148,1.0,1.008,686.9653561832204,-35.22716881869438,-34.26290708681185,-33.896309878992405,-44.88810742250617,446.227889706911,446.227889706911,-300.0,-300.0,-185.5723207731668,-40.14634934108225,
H3C6NH+,CC#CC#CC#[NH+],KIDA,True,positive,1,90.03382555,7,1,0,0,0,False,432.0452480336721,455.5150963500541,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941617853099104,0.0,0.0,4.246478586676998e-188,4.3224303437226415e-41,355.92816697875617,432.04524805466866,1.0,1.008,686.9653561832204,-35.227732836643156,-34.263451275108665,-33.89684262131843,-44.88443974574785,446.2348830617212,446.2348830617212,-300.0,-300.0,-187.3719710615501,-40.36427199668461,
c-C6H5,[c]1ccccc1,KIDA,True,neutral,0,77.03912516,6,0,0,0,1,False,385.7737791838931,396.1541439387124,C-H,0,xtb_corrected,-15.4,False,1.0,3.0,1.0858303294805591,0.0,0.0,1.1999316190082439e-157,7.21778792696637e-39,336.3288283566226,385.7737791838931,1.0,1.008,686.9653561832204,-35.275691601813094,-34.309723927309804,-33.942141885977804,-44.572337256814514,446.82952714324705,446.82952714324705,-300.0,-300.0,-156.92084350256368,-38.14159588252884,
C6H5+,[C+]1=CC=CC=C1,KIDA,True,positive,1,77.03857658,6,0,0,0,0,False,465.9,465.9,C-H,0,literature,0.0,False,1.0,3.0,,0.0,0.0,1.472761546059283e-244,3.9760350381021296e-44,382.70176497735787,499.4884464547257,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-243.83186756382526,-43.40054979711493,465.9
H3C7N+,CC#CC#C[C+]=C=[N],KIDA,True,positive,1,101.0260005,8,0,0,0,0,False,291.3652138545006,291.3652140041534,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.0941610167967724,0.0,4.781427802810215e-176,6.6328016421610495e-96,7.1196050861498595e-34,292.29177255267433,291.36521301959203,1.0,1.008,686.9653561832204,-35.22773726043725,-34.26345554337173,-33.89684679980651,-44.88441097859278,446.2349379130939,446.2349379130939,-300.0,-175.32044239746966,-95.17830299033965,-33.147544095360686,
C7H4,C=C=C=C=C=C=C,KIDA,True,neutral,0,88.03130013,7,0,0,0,0,False,419.8672,419.8672,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,2.794285632721611e-157,8.121952946104096e-39,335.87685490627865,384.7376363655655,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-156.55372920223957,-38.090339530889636,419.8672
C7H4+,C=C=C=C=C=[C][CH2+],KIDA,True,positive,1,88.03075155,7,0,0,0,0,False,345.2859323758623,345.2860531652773,C-H,4,xtb_corrected,-15.4,False,1.0,0.0,1.0830515484038343,0.0,8.597787474915176e-267,6.352627488777246e-132,8.229917304960589e-37,318.1904815990006,345.2859323942471,1.0,1.008,686.9653561832204,-35.291687405881234,-34.32515736395254,-33.95725060926023,-44.468136436990754,447.0278581138452,447.0278581138452,-300.0,-266.06561329422857,-131.197046610478,-36.08460452860058,
C8H3+,C#CC#C[C+]=C=C=C,KIDA,True,positive,1,99.02292652,8,0,0,0,0,False,411.52521093302533,485.88470027181864,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0838518634374386,0.0,0.0,3.7550908112033643e-180,4.035905853965832e-40,347.37292428609345,411.52521093302533,1.0,1.008,686.9653561832204,-35.287080455393955,-34.320712380565936,-33.95289914946381,-44.49815266629195,446.9707369326451,446.9707369326451,-300.0,-300.0,-179.4253795557763,-39.39405897315366,
C9H2,[C+]#CC#CC#CC#C[CH2-],KIDA,True,neutral,0,110.0156501,9,0,0,0,0,False,547.6848,547.6848,C-H,0,literature,0.0,False,1.0,0.0,,0.0,1.69153e-319,1.2429723381034985e-152,3.662555593739773e-38,330.10885617650314,371.6369338726281,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-151.90553853631627,-37.43621577445458,547.6848
C9H2+,[C+]#CC#C[C]=C=C=C=C,KIDA,True,positive,1,110.0151015,9,0,0,0,0,False,329.64653838572775,329.64653838966865,C-H,2,xtb_corrected,-15.4,False,1.0,2.0,1.0839229339849452,0.0,1.2573048263258177e-255,6.9381075024671765e-127,5.521709503721159e-36,310.9009158437021,329.64653838572775,1.0,1.008,686.9653561832204,-35.286671343725025,-34.320317652096044,-33.952512726068385,-44.50081799215916,446.9656643881449,446.9656643881449,-300.0,-254.90055941734823,-126.15875897526846,-35.257926445260956,
C9HN+,[CH+]=[C]C#CC#CC#CC#N,KIDA,True,positive,1,123.0103505,10,0,1,0,0,False,618.2569915478734,618.2569915478734,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.065024735815939,0.0,0.0,0.0,5.1816424464064695e-49,425.77706087434177,618.2569915478734,1.0,1.008,686.9653561832204,-35.39545920868333,-34.425280914482364,-34.055266914645664,-43.7908718106677,448.3144924828836,448.3144924828836,-300.0,-300.0,-300.0,-48.285532558334005,
CH3C6H,C#CC#CC#CC,KIDA,True,neutral,0,88.03130013,7,0,0,0,0,False,434.92243256207223,474.2361501850096,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941617635698084,0.0,0.0,3.2787153346645025e-189,3.1735771473805947e-41,357.1113436575411,434.92243256207223,1.0,1.008,686.9653561832204,-35.227732961785755,-34.263451395851526,-33.89684273952169,-44.884438931967566,446.23488461338553,446.23488461338553,-300.0,-300.0,-188.48429628810376,-40.49845093983484,
C10H2,C#CC#CC#CC#CC#C,KIDA,True,neutral,0,122.0156501,10,0,0,0,0,False,588.0637461372407,588.0637784965321,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0649688789365046,0.0,0.0,5.540339853385073e-300,8.095858543009678e-48,415.250290237489,588.0637461372407,1.0,1.008,686.9653561832204,-35.395780755792885,-34.4255911573181,-34.05557062613669,-43.78876982756606,448.3184791766197,448.3184791766197,-300.0,-300.0,-299.1843996839976,-47.09173708876107,
C10H2+,C#CC#CC#CC#C[C]=[CH+],KIDA,True,positive,1,122.0151015,10,0,0,0,0,False,607.9310042933515,612.8555953910684,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0649687323141643,0.0,0.0,1e-323,1.3164133471206811e-48,422.20647363814425,607.9310042959819,1.0,1.008,686.9653561832204,-35.39578159984273,-34.425591971694644,-34.05557142336868,-43.78876430990646,448.3184896415503,448.3184896415503,-300.0,-300.0,-300.0,-47.88060772304169,
C4H8,C=CCC,KIDA,True,neutral,0,56.062600256,4,0,0,1,0,False,412.124,412.124,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,2.6073946641329883e-190,2.3404519471202755e-41,358.27750520952293,437.7675840948688,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-189.58379322756483,-40.630700271141855,412.124
C4H8+,[CH2+][CH]CC,KIDA,True,positive,1,56.06205167608999,4,0,0,1,0,False,239.55825901260684,317.0098324970693,C-H,8,xtb_corrected,-15.4,False,1.0,1.0,1.0960418319642111,1.5107536752511633e-142,1.0531613593922987e-92,5.142262549920916e-63,8.780565669703369e-31,265.0350524086029,239.5582590047343,1.0,1.008,686.9653561832204,-35.21691073905111,-34.253009659723226,-33.886620619334025,-44.95480196228479,446.10069779579993,446.10069779579993,-141.82080634055833,-91.97750508358662,-62.288845753233616,-30.056477504672795,
C6H6,c1ccccc1,KIDA,True,neutral,0,78.04695019,6,0,0,0,1,False,472.6136,472.6136000000001,C-H,0,literature,0.0,False,1.0,3.0,,0.0,0.0,1.9891332524600023e-281,3.1576482590953767e-46,401.2201200569656,548.9969401456129,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-280.70133612242125,-45.500636249135134,472.6136
C7H5+,C=C=C=[C+]C#CC,KIDA,True,positive,1,89.03857658,7,0,0,0,0,False,404.60310291722817,409.5066443049885,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.094162018955103,0.0,0.0,1.8231084953641843e-177,8.682848225070065e-40,344.4390217315703,404.6031047156923,1.0,1.008,686.9653561832204,-35.22773149171078,-34.263449977461185,-33.89684135096454,-44.88444849160597,446.2348663856763,446.2348663856763,-300.0,-300.0,-176.7391874851926,-39.06133779031564,
C8H4+,C=C=C=C=C=C=[C][CH2+],KIDA,True,positive,1,100.0307515,8,0,0,0,0,False,325.2939018586258,325.2957822128444,C-H,4,xtb_corrected,-15.4,False,1.0,0.0,1.0830559511988036,0.0,5.993618694852815e-223,6.959750989570602e-115,9.454079083624874e-36,308.8415331198692,325.29389761319266,1.0,1.008,686.9653561832204,-35.29166206151922,-34.32513291062457,-33.95722667044297,-44.46830157807628,447.02754387152976,447.02754387152976,-300.0,-222.22231088968346,-114.15740629857765,-35.02438076913293,
C9H2N+,C#CC#CC#CC#CC#[NH+],KIDA,True,positive,1,124.0181755,10,1,0,0,0,False,484.3420079403677,557.4779877073544,N-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0188124785620116,0.0,0.0,1.590659678506883e-223,1.8304287912947273e-43,376.8545913788629,484.3420086019965,1.0,1.008,778.5607370076495,-32.06965972385747,-31.072594106778375,-30.687244517249272,-42.33145320158232,457.7968803594971,457.7968803594971,-300.0,-300.0,-222.7984227276798,-42.73744716170149,
C9H3+,[C+]#CC#CC#CC#CC,KIDA,True,positive,1,111.0229265,9,0,0,0,0,False,337.31307696957157,337.3130769713252,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.094160097636966,0.0,4.202879349986554e-261,2.3373951865072987e-129,2.1599102642974383e-36,314.49542614433426,337.3130815641946,1.0,1.008,686.9653561832204,-35.22774255139914,-34.263460648314854,-33.896851797376655,-44.88437657239274,446.23500351662705,446.23500351662705,-300.0,-260.3764530768961,-128.63126785465528,-35.66556429168703,
CH3C7N,CC#CC#CC#CC#N,KIDA,True,neutral,0,113.0265491,9,0,1,0,0,False,429.7044467044095,429.7044467087873,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941601528013205,0.0,0.0,3.414473497785668e-187,5.561890074001129e-41,354.96265618444846,429.70444670966094,1.0,1.008,686.9653561832204,-35.22774223385641,-34.263460341936245,-33.89685149744216,-44.88437863731763,446.2349995793611,446.2349995793611,-300.0,-300.0,-186.46667625380812,-40.25477759884591,
C4H9,[CH2]CCC,KIDA,True,neutral,0,57.07042529,4,0,0,1,0,False,387.8768,387.8768,C-H,0,literature,0.0,False,1.0,0.0,,2.3310641070403265e-35,2.869521835901409e-35,3.4112008313062267e-35,9.446286475150781e-23,194.2119739251453,128.63422121214396,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-34.63244578269949,-34.542190466098965,-34.4670927111524,-22.02473888782023,387.8768
C4H9+,[CH2+]CCC,KIDA,True,positive,1,57.06987671,4,0,0,1,0,False,424.1825417096604,529.1839015120703,C-H,0,xtb_corrected,-15.4,False,1.0,1.0,1.095949141728815,0.0,0.0,4.6785055297141024e-185,1.0108929400955216e-40,352.67456279389575,424.1825417122861,1.0,1.008,686.9653561832204,-35.217444290194656,-34.253524452297924,-33.88712458483518,-44.95133352509543,446.1073134102882,446.1073134102882,-300.0,-300.0,-184.32989285287672,-39.99529483648392,
C5H8,C=CC=CC,KIDA,True,neutral,0,68.06260026,5,0,0,1,0,False,427.99525129525546,486.2597937519023,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.094266899563204,0.0,0.0,1.5650918806120905e-186,6.688997183345983e-41,354.25600181327195,427.99525129525546,1.0,1.008,686.9653561832204,-35.227127767266914,-34.26286747866398,-33.896271103925564,-44.88837436779454,446.2273807032036,446.2273807032036,-300.0,-300.0,-185.8054601615862,-40.17463898692336,
C8H4N+,CC#CC#CC#CC#[NH+],KIDA,True,positive,1,114.0338255,9,1,0,0,0,False,420.7499223485417,437.3196124434962,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941614552627628,0.0,0.0,9.983402677441123e-184,1.4684568033071327e-40,351.24468708162914,420.7499223485417,1.0,1.008,686.9653561832204,-35.22773473649432,-34.263453108165194,-33.89684441582004,-44.88442739134996,446.23490661829845,446.23490661829845,-300.0,-300.0,-183.0007214114008,-39.83313882432761,
C8H5+,C=C=C=C=[C+]C#CC,KIDA,True,positive,1,101.0385766,8,0,0,0,0,False,387.5303208384143,399.63594134237167,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941616455115262,0.0,0.0,2.8639618253808984e-158,5.911092589401725e-39,337.0936609788709,387.5303211744802,1.0,1.008,686.9653561832204,-35.2277336413649,-34.263452051538145,-33.89684338141717,-44.88443451278387,446.234893039603,446.234893039603,-300.0,-300.0,-157.54303277516897,-38.22833223795253,
C9H3N+,CC#CC#CC#C[C+]=C=[N],KIDA,True,positive,1,125.0260005,10,0,0,0,0,False,304.4227077404107,304.42270776229026,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.094161056226844,0.0,5.7517408329846244e-210,7.338657642988103e-109,1.3117304752614014e-34,298.7695024637754,304.4227077509136,1.0,1.008,686.9653561832204,-35.22773703346584,-34.26345532438014,-33.896846585421,-44.88441245454811,446.2349350988368,446.2349350988368,-300.0,-209.24020069100843,-108.13438337217626,-33.88215539143253,
C9H4+,[CH+]=[C]C#CC#CC#CC,KIDA,True,positive,1,112.0307515,9,0,0,0,0,False,339.0734645772682,408.28186307137867,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.094161407435397,0.0,2.3276580934040177e-262,6.3348778000946626e-130,1.743774730425509e-36,315.31500887783716,339.0734645772682,1.0,1.008,686.9653561832204,-35.227735011803134,-34.26345337379473,-33.89684467586254,-44.884425601065345,446.2349100318987,446.2349100318987,-300.0,-261.6330808122752,-129.198261758248,-35.75850962012144,
C4H10,CCCC,KIDA,True,neutral,0,58.07825032,4,0,0,1,0,False,508.0141484942109,521.0567704648454,C-H,0,xtb_corrected,-15.4,False,1.0,1.0,1.0962573754378242,0.0,0.0,2.201774974183568e-248,1.7006632037966596e-44,385.95408816307327,508.0141484942109,1.0,1.008,686.9653561832204,-35.215670010379846,-34.25181255255168,-33.88544868949507,-44.96286729845653,446.08531373165545,446.08531373165545,-300.0,-300.0,-247.65722706886297,-43.7693816847502,
C5H9,C=C[CH]CC,KIDA,True,neutral,0,69.07042529,5,0,0,2,0,False,394.1328,394.1328,C-H,0,literature,0.0,False,1.0,2.0,,1.366620178891732e-103,8.204059254547935e-73,1.4579674031770086e-54,2.4110631543309637e-29,252.34886044060465,217.1736910401083,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-102.86435217097127,-72.08597121156181,-53.83625218574274,-28.617791413754347,394.1328
C5H9+,C=C[CH+]CC,KIDA,True,positive,1,69.06987670808999,5,0,0,2,0,False,361.57297391781447,432.61378824829353,C-H,2,xtb_corrected,-15.4,False,1.0,1.0,1.096001081721374,0.0,2.1726763372353e-311,4.716798327153961e-149,1.1861813641054298e-37,325.6084914746563,361.57297391781447,1.0,1.008,686.9653561832204,-35.2171453089331,-34.25323598260666,-33.886842182217784,-44.95327710926004,446.1036062779692,446.1036062779692,-300.0,-299.99999999999056,-148.32635269218267,-36.925848903376156,
C6H8,C#C/C=C/CC,KIDA,True,neutral,0,80.06260026,6,0,0,1,0,False,321.7,321.7,C-H,8,literature,0.0,False,1.0,2.0,,0.0,0.0,1.9808989859810785e-179,4.956309985218198e-40,346.58621375758815,409.66332368236993,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-178.7031376703219,-39.30484153912816,321.7
C9H5+,C=C=C=C=C=[C+]C#CC,KIDA,True,positive,1,113.0385766,9,0,0,0,0,False,399.0489791176064,399.21746548453257,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.094161534196808,0.0,0.0,2.6196715257619335e-175,1.6132172772809522e-39,342.066735966922,399.0489790257104,1.0,1.008,686.9653561832204,-35.227734282126086,-34.26345266977156,-33.89684398664719,-44.88443034602668,446.2349009845096,446.2349009845096,-300.0,-300.0,-174.58175316039484,-38.79230713541994,
C5H10,C=CCCC,KIDA,True,neutral,0,70.07825032,5,0,0,2,0,False,430.8590870255152,506.91177724015336,C-H,0,xtb_corrected,-15.4,False,1.0,1.0,1.0966143078044168,0.0,0.0,1.2210507068251796e-187,4.91106004409206e-41,355.43923868259134,430.8590870255152,1.0,1.008,686.9653561832204,-35.21361540873188,-34.249830186563514,-33.88350801587553,-44.97622250994963,446.0598382657049,446.0598382657049,-300.0,-300.0,-186.9132663006439,-40.30882475602143,
C5H11,[CH2]CCCC,KIDA,True,neutral,0,71.08607535,5,0,0,2,0,False,413.0,413.0,C-H,0,literature,0.0,False,1.0,0.0,,3.287631365891286e-19,3.670966128838464e-19,5.710022631348641e-19,1.6022532667006376e-12,104.0095165238585,36.89356918118014,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-18.483116884786032,-18.435219622612987,-18.243362170449362,-11.795268834296172,413.0
C5H12,CCCCC,KIDA,True,neutral,0,72.09390038,5,0,0,2,0,False,413.0,413.0,C-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,1.8058027206374433e-243,5.069061450234308e-44,381.7716760866696,497.0635601772086,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-242.74332969700058,-43.29507244396383,413.0
C6H12,C=CCCCC,KIDA,True,neutral,0,84.09390038,6,0,0,3,0,False,413.0,413.0,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,2.5777872104086174e-176,1.2075874470336144e-39,343.1758011090283,401.640805292142,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-175.5887529353765,-38.918081410150734,413.0
C6H13,[CH2]CCCCC,KIDA,True,neutral,0,85.10172542,6,0,0,3,0,False,399.572,399.57200000000006,C-H,0,literature,0.0,False,1.0,0.0,,6.0453122023929395e-18,6.825380413940069e-18,1.118881507450768e-17,1.0185220830232588e-11,96.92663178920353,32.03987103107144,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-17.218581265642698,-17.165873138122976,-16.951215903985585,-10.992029550432912,399.572
C6H14,CCCCCC,KIDA,True,neutral,0,86.10955045,6,0,0,3,0,False,413.0,413.0,C-H,0,literature,0.0,False,1.0,0.0,,0.0,0.0,9.562727475932806e-246,3.052421293981337e-44,383.71411055961624,502.13449495935527,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-245.01941822081952,-43.515355525427395,413.0
C14H10,c1ccc2cc3ccccc3cc2c1,KIDA,True,neutral,0,178.0782503,14,0,0,0,3,False,422.584,422.584,C-H,0,literature,0.0,False,1.0,3.0,,0.0,0.0,1.7495328149960691e-280,3.816898607265674e-46,400.4939934613644,547.0115933022039,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-279.75707790728904,-45.41828937656908,422.584
C14H10+,[CH]1[CH+]C=Cc2cc3ccccc3cc21,KIDA,True,positive,1,178.0777017,14,0,0,0,2,False,422.584,422.584,C-H,0,literature,0.0,False,1.0,3.0,,0.0,0.0,1.998592933885642e-213,2.1922832225159738e-42,367.34586197718824,460.2086961586256,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-212.69927565238996,-41.65910333977246,422.584
H2O,O,KIDA,True,neutral,0,18.01056468,1,0,0,0,0,True,497.8968,497.8968,O-H,0,literature,0.0,True,1.0,0.0,,0.0,0.0,2.222223754661603e-185,9.23310782775785e-41,353.0216111938058,425.0177837150906,1.0,1.008,824.3584274198644,-21.46837336808709,-20.84309550639723,-20.663983925227992,-33.69427771976918,490.0,326.6666666666667,-300.0,-300.0,-184.65321221428695,-40.03465209255302,497.8968
H2O+,[OH2+],KIDA,True,positive,1,18.0100161,1,0,0,0,0,True,497.8968,497.8968,O-H,0,literature,0.0,True,1.0,0.0,,0.0,0.0,1.9322471706368049e-280,3.850136462836043e-46,400.4607896599194,546.9208947563411,1.0,1.008,824.3584274198644,-21.46837336808709,-20.84309550639723,-20.663983925227992,-33.69427771976918,490.0,326.6666666666667,-300.0,-300.0,-279.7139373199611,-45.41452387724309,497.8968
HCN,C#N,KIDA,True,neutral,0,27.010899032,2,0,1,0,0,False,518.0,518.0,C-H,0,literature,0.0,False,1.0,3.0,,0.0,0.0,5.564651437366917e-281,3.453892775365683e-46,400.8767060078208,548.0575427043441,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-280.25456203412693,-45.46169114904703,518.0
HCN+,[CH+]=[N],KIDA,True,positive,1,27.01035045,2,0,0,0,0,False,544.1561262140372,544.1561262140372,C-H,0,xtb_corrected,-15.4,False,1.0,3.0,1.0649998097081506,0.0,0.0,1.4354348232658662e-264,5.016608754275604e-46,399.4473120300486,544.1561262140372,1.0,1.008,686.9653561832204,-35.3956026989348,-34.42541936020662,-34.0554024457617,-43.78993380426694,448.3162715432033,448.3162715432033,-300.0,-300.0,-263.84301652210763,-45.29958976831347,
HCO,[CH]=O,KIDA,True,neutral,0,29.00273965,2,0,1,0,0,True,360.0,360.0,C-H,1,literature,0.0,True,1.0,3.0,,1.9256158952292483e-30,2.099324540961889e-30,2.620412170882791e-30,1.1730633708401558e-19,166.9288550021359,95.0314478031788,1.0,1.008,686.9653561832204,-23.278569154719595,-22.735402136356928,-22.595416019763583,-36.520745363756674,446.5319237054945,297.68794913699634,-29.715430337781914,-29.677920417323424,-29.581630392091967,-18.93067852593835,360.0
HCO+,C#[O+],KIDA,True,positive,1,29.00219107,2,0,0,0,0,True,587.0208,587.0208,C-H,0,literature,0.0,True,1.0,3.0,,0.0,0.0,1.6663388259716752e-225,1.1324221109932569e-43,378.6935161790838,489.0803964821966,1.0,1.008,686.9653561832204,-23.278569154719595,-22.735402136356928,-22.595416019763583,-36.520745363756674,446.5319237054945,297.68794913699634,-300.0,-300.0,-224.7782366864296,-42.94599165945122,587.0208
HCP,C#P,KIDA,True,neutral,0,43.98158666,2,0,0,0,0,False,558.4070609264766,558.4070609264766,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.061288930837939,0.0,0.0,6.68092192930581e-286,1.2914189499470295e-46,404.644081120307,558.4070609264766,1.0,1.008,686.9653561832204,-35.416964912710434,-34.44603056904356,-34.075579715138765,-43.650240639131205,448.5811294747135,448.5811294747135,-300.0,-300.0,-285.1751636032156,-45.888932845158735,
HCP+,[CH+]=[P],KIDA,True,positive,1,43.981038082089995,2,0,0,0,0,False,575.5874321830651,575.5874321830651,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0658846354158216,0.0,0.0,4.6143636663317385e-294,2.573287267043616e-47,410.82171657840274,575.5874321830651,1.0,1.008,686.9653561832204,-35.3905090934692,-34.420504825109205,-34.05059137181485,-43.82322851185867,448.253118550374,448.253118550374,-300.0,-300.0,-293.3358880868159,-46.589511728936195,
HCS,[CH]=S,KIDA,True,neutral,0,44.97989603,2,0,1,0,0,False,206.2704,206.2704,C-H,1,literature,0.0,False,1.0,3.0,,1.1999420796286122e-236,3.0091798994313656e-139,5.019943954021286e-81,2.7665230538560005e-32,278.2759089819382,264.09229878783555,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-235.9208397165397,-138.5215518478216,-80.29930113157911,-31.558065706392995,206.2704
